staging_id,batch_guid,table_name,source_row_number,validation_status,is_promoted,source_value_json,stored_value_json
64,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,2,PASSED,True,"{""File"": ""FCPL+BW Lender Payouts \u2014 Master Sheet (V3.3, WIDE-FORM + Qualifying split)""}","{""File"": ""FCPL+BW Lender Payouts \u2014 Master Sheet (V3.3, WIDE-FORM + Qualifying split)""}"
65,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,3,PASSED,True,"{""File"": ""Period: 2026-04 (April 2026)""}","{""File"": ""Period: 2026-04 (April 2026)""}"
66,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,4,PASSED,True,"{""File"": ""Total rows on Master sheet: 230""}","{""File"": ""Total rows on Master sheet: 230""}"
67,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,5,PASSED,True,"{""File"": ""By category: BL=80, HL=45, LAP=67, PL=38""}","{""File"": ""By category: BL=80, HL=45, LAP=67, PL=38""}"
68,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,6,PASSED,True,"{""File"": ""By DSA: FCPL=192, BW=38""}","{""File"": ""By DSA: FCPL=192, BW=38""}"
69,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,7,PASSED,True,"{""File"": ""Schema version: V3.3 (extends V3.2 with three per-condition Qualifying columns).""}","{""File"": ""Schema version: V3.3 (extends V3.2 with three per-condition Qualifying columns).""}"
70,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,8,PASSED,True,"{""File"": NaN}","{""File"": NaN}"
71,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,9,PASSED,True,"{""File"": ""V3.3 vs V3.2""}","{""File"": ""V3.3 vs V3.2""}"
72,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,10,PASSED,True,"{""File"": ""Adds three explicit columns split out of the qualifying / commercial text:""}","{""File"": ""Adds three explicit columns split out of the qualifying / commercial text:""}"
73,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,11,PASSED,True,"{""File"": ""   ROI %  \u2014 ROI/IRR threshold (lower bound of a range); NA if absent.""}","{""File"": ""   ROI %  \u2014 ROI/IRR threshold (lower bound of a range); NA if absent.""}"
74,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,12,PASSED,True,"{""File"": ""            Placed AFTER Location since ROI is a commercial/location-tied""}","{""File"": ""            Placed AFTER Location since ROI is a commercial/location-tied""}"
75,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,13,PASSED,True,"{""File"": ""            pricing condition, not a borrower-side qualifying gate.""}","{""File"": ""            pricing condition, not a borrower-side qualifying gate.""}"
76,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,14,PASSED,True,"{""File"": ""   PF %   \u2014 Processing Fee % the lender requires; NA if absent or qualitative.""}","{""File"": ""   PF %   \u2014 Processing Fee % the lender requires; NA if absent or qualitative.""}"
77,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,15,PASSED,True,"{""File"": ""   I %    \u2014 Insurance % the lender requires; NA if absent or qualitative.""}","{""File"": ""   I %    \u2014 Insurance % the lender requires; NA if absent or qualitative.""}"
78,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,16,PASSED,True,"{""File"": ""            PF % and I % sit between 'Qualifying' (summary code) and""}","{""File"": ""            PF % and I % sit between 'Qualifying' (summary code) and""}"
79,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,17,PASSED,True,"{""File"": ""            'Qualifying Notes' (raw text).""}","{""File"": ""            'Qualifying Notes' (raw text).""}"
80,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,18,PASSED,True,"{""File"": ""Renames:""}","{""File"": ""Renames:""}"
81,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,19,PASSED,True,"{""File"": ""   'Post-conditions' \u2192 'Post-disbursement clawback conditions' (default NA).""}","{""File"": ""   'Post-conditions' \u2192 'Post-disbursement clawback conditions' (default NA).""}"
82,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,20,PASSED,True,"{""File"": ""Total columns: 39 (V3.2 has 36).""}","{""File"": ""Total columns: 39 (V3.2 has 36).""}"
83,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,21,PASSED,True,"{""File"": NaN}","{""File"": NaN}"
84,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,22,PASSED,True,"{""File"": ""How values are extracted""}","{""File"": ""How values are extracted""}"
85,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,23,PASSED,True,"{""File"": ""PF %: matches 'PF 2%' / 'PF: 2.50%' / 'PF < 2.5%' / '1.25% pf'.""}","{""File"": ""PF %: matches 'PF 2%' / 'PF: 2.50%' / 'PF < 2.5%' / '1.25% pf'.""}"
86,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,24,PASSED,True,"{""File"": ""   Heuristic guard: '100% PF' / '100% of PF Collected' is treated as qualitative""}","{""File"": ""   Heuristic guard: '100% PF' / '100% of PF Collected' is treated as qualitative""}"
87,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,25,PASSED,True,"{""File"": ""   (PF % = NA), since it means 'full PF' not a 100% rate.""}","{""File"": ""   (PF % = NA), since it means 'full PF' not a 100% rate.""}"
88,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,26,PASSED,True,"{""File"": ""I %: matches 'Insurance 1%' / 'Ins: 1%' / '1% Insurance'.""}","{""File"": ""I %: matches 'Insurance 1%' / 'Ins: 1%' / '1% Insurance'.""}"
89,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,27,PASSED,True,"{""File"": ""   'Insurance Mandatory' (no number) \u2192 I % = NA.""}","{""File"": ""   'Insurance Mandatory' (no number) \u2192 I % = NA.""}"
90,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,28,PASSED,True,"{""File"": ""ROI %: matches 'ROI 16.5%' / 'ROI > 16.50%' / 'IRR < 16.5%' / 'ROI 16.5% \u2013 17%'.""}","{""File"": ""ROI %: matches 'ROI 16.5%' / 'ROI > 16.50%' / 'IRR < 16.5%' / 'ROI 16.5% \u2013 17%'.""}"
91,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,29,PASSED,True,"{""File"": ""   For ranges, the lower bound is used.""}","{""File"": ""   For ranges, the lower bound is used.""}"
92,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,30,PASSED,True,"{""File"": NaN}","{""File"": NaN}"
93,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,31,PASSED,True,"{""File"": ""Caveats""}","{""File"": ""Caveats""}"
94,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,32,PASSED,True,"{""File"": ""\u2022 Qualitative phrasing in the source ('Full PF', 'Insurance Mandatory') yields NA""}","{""File"": ""\u2022 Qualitative phrasing in the source ('Full PF', 'Insurance Mandatory') yields NA""}"
95,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,33,PASSED,True,"{""File"": ""    in the new columns; the qualitative info is preserved in Qualifying Notes.""}","{""File"": ""    in the new columns; the qualitative info is preserved in Qualifying Notes.""}"
96,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,34,PASSED,True,"{""File"": ""\u2022 ROI ranges resolve to the lower bound \u2014 the full range stays in Commercial / Qualifying Notes.""}","{""File"": ""\u2022 ROI ranges resolve to the lower bound \u2014 the full range stays in Commercial / Qualifying Notes.""}"
97,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,35,PASSED,True,"{""File"": ""\u2022 V3.3 doesn't re-parse the underlying source; if V3.1's text extraction misses a""}","{""File"": ""\u2022 V3.3 doesn't re-parse the underlying source; if V3.1's text extraction misses a""}"
98,dda875d9-4726-444f-acff-3b8cc18ed90e,MST_Lender,36,PASSED,True,"{""File"": ""    condition, V3.3 misses it too. Fix V3.1's parser to improve coverage everywhere.""}","{""File"": ""    condition, V3.3 misses it too. Fix V3.1's parser to improve coverage everywhere.""}"
